store_number,store_name,address,city,zip_code,store_location,county_number,county
4146,Fareway Stores #561 / Waverly,220 W BREMER AVE,WAVERLY,50677,POINT (-92.473476 42.725748),09,Bremer
4250,Fareway Stores #882 / Eldora,1232 14TH ST,ELDORA,50627,POINT (-93.10077 42.361055),42,Hardin
4011,Jim and Charlies Affiliated,121 NORTH CLINTON,ALBIA,52531,POINT (-92.808389 41.028644),68,Monroe
4161,Fareway Stores #950 / Iowa City,2530 WESTWINDS DR,IOWA CITY,52246,POINT (-91.575636 41.650842),52,Johnson
2840,CVS Pharmacy #8633 / Bettendorf,2002 SPRUCE HILLS DR,BETTENDORF,52722,POINT (-90.503814 41.550134),82,Scott
2583,Hy-Vee Food Store / Washington,528 S HWY 1,WASHINGTON,52353,POINT (-91.442874 41.898505),92,Washington
4235,Fareway Stores #395 / Webster City,942  2ND ST,WEBSTER CITY,50595,POINT (-93.827718 42.469488),40,Hamilton
3987,Wine and Spirits Shoppe Of,111 S PHILLIPS ST,ALGONA,50511,POINT (-94.226874 43.068382),55,Kossuth
3986,Siouxland Beverage,1203 5 ST,SIOUX CITY,51101,POINT (-96.394671 42.495324),97,Woodbury
4310,Fareway Stores #502 / Cherokee,205 WEST BLUFF ST,CHEROKEE,51012,POINT (-95.551866 42.75508),18,Cherokee
3969,"R 'n D's Liquor, Llc",205 NE 6TH ST,GREENFIELD,50849,POINT (-94.45329 41.306142),01,Adair
4153,Fareway Stores #067 / Evansdale,215 S EVANS RD,EVANSDALE,50707,POINT (-92.287834 42.475631),07,Black Hawk
4271,Fareway Stores #827 / Centerville,305 S 18TH ST,CENTERVILLE,52544,POINT (-92.86793 40.73112),04,Appanoose
4818,Decorah Mart,"303, COLLEGE DR",DECORAH,52101,POINT (-91.796988 43.307662),96,Winneshiek
2475,"Private Cellar, Inc.",206 2ND AVE NE,WEST BEND,50597,POINT (-94.443 42.96298),55,Kossuth
3744,Payless Foods / Dyersville,733 16TH AVE SE,DYERSVILLE,52040,POINT (-91.115769 42.470204),31,Dubuque
4251,Aj's Liquor / Ames,4518 MORTENSON RD STE 109,AMES,50014,,85,Story
3664,Shade Tree Liquors,90 10th ST S,NORTHWOOD,50459,POINT (-93.218339 43.443739),98,Worth
4197,Fareway Stores #014 / Sergeant Bluff,700  1ST ST,SERGEANT BLUFF,51054,POINT (-96.353078 42.400504),97,Woodbury
4806,Giri's Liquor Store / West Liberty,"1006, N COLUMBUS ST",WEST LIBERTY,52776,POINT (-91.260581 41.578585),70,Muscatine
4035,B and B West,3105 HUDSON RD,CEDAR FALLS,50613,POINT (-92.465838 42.509248),07,Black Hawk
2843,CVS Pharmacy #8526 / Cedar Rapids,4116 CENTER POINTE RD,CEDAR RAPIDS,52402,POINT (-91.665139 42.020729),57,Linn
4036,Five Star Snacks and More,315 FLETCHER AVE,WATERLOO,50701,POINT (-92.367142 42.489119),07,Black Hawk
4793,Fort Madison Fast Break,5002 AVENUE O,FORT MADISON,52627,POINT (-91.377416 40.624074),56,Lee
4697,Southside Liquor & Tobacco / Iowa Ci,601 HOLLYWOOD BLVD,IOWA CITY,52240,POINT (-91.52741 41.643807),52,Johnson
4501,Kum & Go #134 / Fairfield,1601 W BURLINGTON AVE,FAIRFIELD,52556,POINT (-91.981752 41.006447),51,Jefferson
2845,CVS Pharmacy #4816 / Council Bluffs,545 W WASHINGTON ST,COUNCIL BLUFFS,51503,POINT (-95.344053 41.472968),78,Pottawattamie
2660,HY-VEE FOOD STORE / SIOUX CENTER,1951 S MAIN AVE,SIOUX CENTER,51250,POINT (-96.175695 43.056471),84,Sioux
2132,Spirits and Such,100 E ELM,WEST UNION,52175,POINT (-91.807891 42.961269),33,Fayette
4712,Walgreens #11942 / Dubuque,345 E 20TH ST,DUBUQUE,52001,POINT (-90.66694 42.512092),31,Dubuque
4747,Walgreens #11709 / Davenport,1805 BRADY ST,DAVENPORT,52803,POINT (-90.57401 41.537795),82,Scott
4835,Point Liquor & Tobacco,4107 CENTER POINT RD NE,CEDAR RAPIDS,52402,POINT (-91.665196 42.02088),57,Linn
3772,Shop N Save #1 / Mlk Pkwy,2127 M L KING JR PKWY,DES MOINES,50314,,77,Polk
3635,Clark's Food Mart / Ogden,302 WEST WALNUT ST,OGDEN,50212,POINT (-94.03117800000001 42.039076),08,Boone
4812,Liquor Beer & Tobacco Outlet / Charl,1908 CLARK ST,CHARLES CITY,50616,POINT (-92.661881 43.05913400000001),34,Floyd
3016,Super Valu / bender's,200 SOUTH STATE ST,DENVER,50622,POINT (-92.33724 42.672008),09,Bremer
2478,Prairie Meadows,ONE PRAIRIE MEADOWS DRIVE,ALTOONA,50009,,77,Polk
4229,Fareway Stores #790 / Harlan,1910  23RD ST,HARLAN,51537,POINT (-95.339845 41.650132),83,Shelby
3688,Fredericksburg Food Center,100 W MAIN ST,FREDERICKSBURG,50630,POINT (-92.19947300000001 42.965098),19,Chickasaw
4393,KUM & GO #206 / CLIVE,1725 NW 86TH ST,CLIVE,50325,POINT (-93.736227 41.607327),77,Polk
4277,Cork It!,769 PROSPECT ST SW,LE MARS,51031,POINT (-96.178219 42.776296),75,Plymouth
3529,A To Z Liquor and Smoke Shop,114 S SECOND,CHEROKEE,51012,POINT (-95.55132 42.749013),18,Cherokee
4118,Lake View Redemption Center,502 5th Street,LAKE VIEW,51450,POINT (-95.051539 42.307764000000006),81,Sac
3756,Main Street Liquors / Manning,316 MAIN ST,MANNING,51455,POINT (-95.065122 41.908573),14,Carroll
3698,Ingersoll Wine Merchants,1300  50TH ST,WEST DES MOINES,50266,POINT (-93.771159 41.590871),77,Polk
3797,The Liquor Store / Davenport,211  W 53RD ST,DAVENPORT,52806,POINT (-90.57611300000002 41.574536),82,Scott
2600,Hy-Vee Food Store / Oskaloosa,110  SO  D  ST,OSKALOOSA,52577,,62,Mahaska
4284,Fareway Stores #559 / Iowa Falls,500 IOWA ST,IOWA FALLS,50126,POINT (-93.263746 42.522324),42,Hardin
4191,Fareway Stores #995 / Pella,2010 WASHINGTON ST,PELLA,50219,POINT (-92.941983 41.412241),63,Marion
4276,Wj's Liquor,107 N MILL ST,LAKE MILLS,50450,POINT (-93.535032 43.419668),95,Winnebago
3045,Britt Food Center,8 2ND ST NW,BRITT,50423,POINT (-93.801917 43.098696),41,Hancock
4845,3rd St Convenience,"216, 3RD ST SE",CEDAR RAPIDS,52401,POINT (-91.666081 41.977896),57,Linn
4534,D & B Foods,141 W GILLET ST,PRESTON,52069,POINT (-90.39584400000001 42.050312),49,Jackson
4308,Keystone Liquor and Wine / Coralvill,517  2ND ST STE 2,CORALVILLE,52241,POINT (-91.574095 41.671543),52,Johnson
4839,DS Services LLC,87 8th ST N,Northwood,50459,POINT (-93.220898 43.444481),98,Worth
4717,Walgreens #05512 / Bettendorf,3425 MIDDLE RD,BETTENDORF,52722,POINT (-90.485409 41.550718),82,Scott
3855,Dyno's Wine and Spirits / Storm Lake,1201 1/2 LAKESHORE DR,STORM LAKE,50588,,11,Buena Vista
4874,Z's Quickbreak,"201, E WASHINGTON ST",MOUNT PLEASANT,52641,POINT (-91.551598 40.965272),44,Henry
4233,Fareway Stores #815 / Cresco,112 S ELM ST,CRESCO,52136,POINT (-92.116902 43.371089),45,Howard
4492,Casey's General Store #2773 / Cedar,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715911 41.94236600000001),57,Linn
2964,Dahl's / Ankeny,1802 N ANKENY BLVD,ANKENY,50023,POINT (-93.600365 41.747345),77,Polk
3614,Ida Grove Food Pride,200 OAK GROVE DR,IDA GROVE,51445,POINT (-95.471843 42.350621),47,Ida
4067,Freeman Foods,268 8TH AVE,WELLMAN,52356,POINT (-91.837922 41.465008),90,Wapello
4280,Slagle's Grocery / Le Claire,1301 EAGLE RIDGE RD,LE CLAIRE,52753,POINT (-90.359813 41.587349),82,Scott
4568,Select Mart   Floyd Blvd,4103 FLOYD BLVD,SIOUX CITY,51108,POINT (-96.358413 42.54202),97,Woodbury
3715,Kimberly Mart / Davenport,1714 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.550657 41.556966),82,Scott
3831,The Market Of Madrid,301 ANNEX RD,MADRID,50156,POINT (-93.815365 41.87894000000001),08,Boone
3690,Target Store T-1792 / Waterloo,1501 E SAN MARNAN,WATERLOO,50702,POINT (-92.325387 42.464521),07,Black Hawk
4493,Casey's General Store #2850 / Cedar,5655 C ST SW,CEDAR RAPIDS,52404,POINT (-91.637306 41.922505),57,Linn
4791,Walgreens #05470 / Sioux City,4650 MORNINGSIDE AVE,SIOUX CITY,51106,POINT (-96.347085 42.470416),97,Woodbury
4583,Kum & Go #5100 / Manson,208 MAIN ST,MANSON,50563,POINT (-94.534532 42.517855),13,Calhoun
2238,Adventureland Inn,3200 Adventureland Dr,ALTOONA,50009,POINT (-93.49924000000001 41.658513),77,Polk
2554,Hy-Vee Food Store / Davenport,3019 ROCKINGHAM ROAD,DAVENPORT,52802,POINT (-90.620725 41.510523),82,Scott
3842,Bancroft Liquor Store,107 N PORTLAND ST PO BX 222,BANCROFT,50517,POINT (-94.218 43.29355),55,Kossuth
4800,Walgreens #07968 / Des Moines,6200 SE 14TH ST,DES MOINES,50320,POINT (-93.596871 41.528203),77,Polk
4085,Save More Foods / Waterloo,1975 FRANKLIN ST,WATERLOO,50703,POINT (-92.315215 42.495394),07,Black Hawk
2568,Hy-Vee Food Store #4 / Cedar Rapids,1556 FIRST AVENUE NE,CEDAR RAPIDS,52402,POINT (-91.650755 41.988967),57,Linn
4272,Fareway Stores #407 / Esterville,1108 CENTRAL AVE,ESTHERVILLE,51334,POINT (-94.829963 43.402096),32,Emmet
4327,Quick Mart / Hiawatha,655 ROBBINS RD,HIAWATHA,52233,POINT (-91.672961 42.044452),57,Linn
4652,Brady Mart Food & Liquor,"3107, BRADY ST",DAVENPORT,52803,POINT (-90.569719 41.55216),82,Scott
4739,Walgreens #05306 / Council Bluffs,301 W BENNETT AVE,COUNCIL BLUFFS,51503,POINT (-95.828199 41.24475900000001),78,Pottawattamie
4557,Hometown Foods / Traer,420 SECOND ST,TRAER,50675,POINT (-92.468086 42.193386),86,Tama
3798,Old Calliope Liquor,2021 AVE E,HAWARDEN,51023,POINT (-96.487949 43.008899),84,Sioux
4275,Fareway Stores #980 / Knoxville,1308 S LINCOLN ST,KNOXVILLE,50138,POINT (-93.109473 41.308103),63,Marion
3003,Super Valu / Mark's,820 E. MAIN STREET,LAKE CITY,51449,POINT (-94.724867 42.267363),13,Calhoun
4553,Casey's General Store #1892 / Sheffi,702 E GILMAN ST,SHEFFIELD,50475,POINT (-93.20320700000002 42.893235),35,Franklin
4623,Casey's General Store #1493 / Van Me,"700, DEBRA DR",VAN METER,50261,POINT (-93.951253 41.533177),25,Dallas
4214,New Star Liquor / Lafayet / Waterloo,1309 LAFAYETTE ST,WATERLOO,50703,POINT (-92.3272 42.494092),07,Black Hawk
3763,Main Street Liquors / Hawarden,911 CENTRAL AVE,HAWARDEN,51023,POINT (-96.48518900000002 42.996100000000006),84,Sioux
4332,Fast Mart / University Ave,1621 UNIVERSITY AVE,DES MOINES,50314,POINT (-93.63996000000002 41.600477),77,Polk
4891,Schottsy's Liquor,109 5th ST,SIBLEY,51249,POINT (-95.759943 43.403935),72,Osceola
4802,Walgreens #07452 / Des Moines,4415 DOUGLAS AVE,DES MOINES,50310,POINT (-93.678747 41.62949),77,Polk
3876,Affiliated Foods Of Manson,1101 MAIN ST PO BOX 535,MANSON,50563,POINT (-94.534319 42.530636),13,Calhoun
3962,Durant Street Country Stop,618 DURANT ST,HARLAN,51537,POINT (-95.318597 41.656803),83,Shelby
4033,"Mcgregor's Top Shelf, Llc",221 MAIN ST,MCGREGOR,52157,POINT (-91.176171 43.02398),22,Clayton
4535,Casey's General Store #2421 / Dubuqu,4003 PERU RD,DUBUQUE,52001,POINT (-90.676071 42.539271),31,Dubuque
4130,"Boyd Grocery, Inc.",20611 HWY 1 N,KEOSAUQUA,52565,,89,Van Buren
4725,Casey's General Store #1548 / Ankeny,"2905, W  1ST ST",ANKENY,50023,POINT (-93.638498 41.731708),77,Polk
4295,Nat Food Mart #1 / Hubbell,3804 HUBBELL,DES MOINES,50317,POINT (-93.541351 41.630849),77,Polk
3542,Chuck's Sportsmans Beverage,244 W 4TH ST,ST ANSGAR,50472,POINT (-92.921298 43.378499),66,Mitchell
4291,Fareway Stores #597 / Creston,105 E ADAMS ST,CRESTON,50801,POINT (-94.237509 40.715722),88,Union
4590,Casey's General Store #3045 / Cedar,"601, MAIN ST",CEDAR FALLS,50613,POINT (-92.445512 42.532963),07,Black Hawk
4953,Tri Stop,302 HWY 136,LOST NATION,52254,POINT (-90.817528 41.967498),23,Clinton
4106,Hartig Drug Co. / JFK Rd / Dubuque,2255 JOHN F KENNEDY RD,DUBUQUE,52002,POINT (-90.72051800000001 42.511352),31,Dubuque
3682,Jumbo's,110 E MAIN ST,WESLEY,50483,POINT (-93.990256 43.088341),55,Kossuth
4141,Fareway Stores #975 / SE 22nd / DSM,3000 SE 22ND ST,DES MOINES,50320,POINT (-93.57748 41.556274),77,Polk
3054,Mcnally's Super Valu,1026 MAIN,GRINNELL,50112,,79,Poweshiek
4348,Jeff's Market / Wilton,101 E 4TH,WILTON,52778,POINT (-91.016579 41.58873),70,Muscatine
4958,Five Corners Liquor & Wine,809 E 18TH ST,CEDAR FALLS,50613,POINT (-92.436845 42.5214),07,Black Hawk
3849,Hartig Drug Co #6 / Dyersville,711  16TH AVE SE,DYERSVILLE,52040,POINT (-91.116087 42.470285),31,Dubuque
4544,Casey's General Store #1898 / Osceol,114 N MAIN ST,OSCEOLA,50213,POINT (-93.765678 41.035778),20,Clarke
2658,Hy-Vee Food Store / Mount Ayr,402 S HAYES ST,MOUNT AYR,50854,POINT (-94.233185 40.711775),80,Ringgold
4307,Crossroads Wine and Liquor,117 IOWA AVE,DUNLAP,712-2,POINT (-95.602969 41.854728),43,Harrison
4267,Main Street Market Of Anita,735 MAIN ST,ANITA,50020,POINT (-94.765365 41.444887),15,Cass
4866,Tobacco Hut #18 / Council Bluffs,3134 MANAWA CENTRE DR,COUNCIL BLUFFS,51501,POINT (-95.847514 41.228712),78,Pottawattamie
4133,Mccoy's 1447,1447  2ND ST,WEBSTER CITY,50595,POINT (-93.83997 42.469614),40,Hamilton
4516,Casey's General Store #1569 / Oaklan,205 BROWN ST,OAKLAND,51560,POINT (-95.399804 41.30495),78,Pottawattamie
4373,Kum & Go #74 / West Des Moines,141 S JORDAN CREEK PKWY,WEST DES MOINES,50266,POINT (-93.809458 41.567246),77,Polk
4613,Sparky's One Stop / Carroll,402 E 6th ST,CARROLL,51401,POINT (-94.862532 42.064428),14,Carroll
3440,Hawkeye Pantry,501 LOCUST ST,DES MOINES,50309,POINT (-93.62410400000002 41.586991),77,Polk
4650,Loofts on 9 Liquor Here or Liquor Th,"202, W 4th AVE",SWEA CITY,50590,POINT (-94.30874900000002 43.38496),55,Kossuth
4657,Casey's General Store #2526 / Wellsb,308 N WASHINGTON,WELLSBURG,50680,POINT (-92.925287 42.43855),38,Grundy
3615,Emmetsburg Food Pride,1307 S BROADWAY,EMMETSBURG,50536,,74,Palo Alto
3738,Hartig Drug Company #4 / Dubuque,2225 CENTRAL AVE,DUBUQUE,52001,POINT (-90.671531 42.51384),31,Dubuque
4470,Kum & Go #211 / WATERLOO,1976 FRANKLIN ST,WATERLOO,50703,POINT (-92.314939 42.495308),07,Black Hawk
4116,Lake View Foods,223 MAIN ST,LAKE VIEW,51450,POINT (-95.051702 42.30568400000001),81,Sac
4288,Uptown Liquor and Tobacco,2000 WILEY BLVD SW STE 106,CEDAR RAPIDS,52404,POINT (-91.725777 41.959614),57,Linn
4556,Casey's General Store #2552 / Goldfi,319 E HWY 3,GOLDFIELD,50542,POINT (-93.917008 42.731594),99,Wright
4195,Fareway Stores #792 / Toledo,1005 S COUNTY LINE RD,TOLEDO,52342,POINT (-92.581697 41.984303),86,Tama
4716,Walgreens #11153 / Spencer,800 GRAND AVE,SPENCER,51301,POINT (-95.144927 43.146081),21,Clay
4320,Fareway Stores #470 / Perry,1315 WILLIS AVE,PERRY,50220,POINT (-94.103123 41.838522),08,Boone
4609,Kum & Go #579 / Ankeny,165 SW MAGAZINE RD,ANKENY,50023,POINT (-93.602007 41.717286),77,Polk
4589,Dyno's #53 / Sibley,1026 2nd AVE,SIBLEY,51249,POINT (-95.752119 43.397431),72,Osceola
4828,Casey's General Store #3228 / Marsha,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,Marshall
4313,Fareway Stores #940 / Atlantic,301 POPLAR ST,ATLANTIC,50022,POINT (-95.014379 41.407927),15,Cass
4558,Kum & Go #226 / Sioux City,1373 PIERCE ST,SIOUX CITY,51105,POINT (-96.405013 42.504732),97,Woodbury
4935,Ali's Liquor,1117 E 4TH ST,WATERLOO,50703,POINT (-92.332774 42.507683),07,Black Hawk
4714,Walgreens #05943 / Indianola,1000 N JEFFERSON ST,INDIANOLA,50125,,91,Warren
4439,CENTER POINT FOODS,800 FORD LANE,CENTER POINT,52213,POINT (-91.775735 42.177736),57,Linn
4039,No Frills Supermarkets / Council Blu,1817 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.870993 41.261863),78,Pottawattamie
4343,Best Food Mart / Des Moines,4028 NE 14TH ST,DES MOINES,50313,POINT (-93.600504 41.633983),77,Polk
4549,Casey's General Store #2913 / Colo,702 US HWY 65,COLO,50056,POINT (-93.309393 42.014866),85,Story
4738,Casey's General Store #2284 / Counci,"1030, VETERAN MEMORIAL HWY",COUNCIL BLUFFS,51501,POINT (-95.860337 41.219703),78,Pottawattamie
4606,Central Mart / Sioux City,1203 TRI VIEW AVE,SIOUX CITY,51103,POINT (-96.422992 42.494265),97,Woodbury
4679,Walgreens #12393 / Cedar Rapids,5750 C AVE NE,CEDAR RAPIDS,52402,POINT (-91.638516 42.035993000000005),57,Linn
4910,Prime Mart #3 / Waterloo,1008 LAPORTE RD,WATERLOO,50702,POINT (-92.322988 42.47658),07,Black Hawk
3784,Hartig Drug #14 / Independence,200  1ST ST EAST,INDEPENDENCE,50644,POINT (-91.893016 42.468721),10,Buchanan
4752,Gasland / Burlington,1003 SUMMER ST,BURLINGTON,52655,,29,Des Moines
4796,Walgreens #04714 / Des Moines,4555 FLEUR DR,DES MOINES,50321,POINT (-93.64494100000002 41.542957),77,Polk
4668,Clear Lake Payless Foods,20 SOUTH 4TH ST,CLEAR LAKE,50428,POINT (-93.380368 43.135941),17,Cerro Gordo
4656,Casey's General Store #2301 / Ames,17005 HWY 69,AMES,50010,,85,Story
4563,The Molehill,315 MAIN ST,IRETON,51027,POINT (-96.318279 42.97511),84,Sioux
4879,Sam's Mini Mart / Morningside Ave Si,4218 MORNINGSIDE AVE,SIOUX CITY,51106,POINT (-96.352851 42.47063),97,Woodbury
4542,Casey's General Store #2994 / Lauren,520 W MAIN ST,LAURENS,50554,POINT (-94.855561 42.846771),76,Pocahontas
4554,Kum & Go #229 / Sioux City,1821 HAMILTON BLVD,SIOUX CITY,51103,POINT (-96.416824 42.510269),97,Woodbury
4485,DYNO'S 51 / SANBORN,101 W 7TH ST,SANBORN,51248,POINT (-95.656064 43.186035000000004),71,O'Brien
4010,Newman's Thriftway,900 S LOCUST ST,GLENWOOD,51534,POINT (-95.745944 41.038205),65,Mills
4117,Tobacco Shop / Arnolds Park,612 S HIGHWAY 71 UNIT 4,ARNOLDS PARK,51331,POINT (-95.14027400000002 43.361577),30,Dickinson
4723,Walgreens #10557 / Cedar Falls,2509 WHITETAIL DR,CEDAR FALLS,50613,POINT (-92.476153 42.540389),07,Black Hawk
4857,Westland Fast Break,1108 W AGENCY RD,WEST BURLINGTON,52655,POINT (-91.169516 40.811817),29,Des Moines
4904,Larchwood Quick Stop,832 BROADWAY ST,LARCHWOOD,51241,POINT (-96.43415 43.45255),60,Lyon
3734,"Shortee's Pit Stop, Inc.",215 S RERICK AVE,PRIMGHAR,51245,POINT (-95.624301 43.085223),71,O'Brien
3866,Target Store T-1170 / Ames,320 S DUFF,AMES,50010,POINT (-93.61036300000002 42.019875000000006),85,Story
4721,Walgreens #05044 / Burlington,3245 AGENCY ST,BURLINGTON,52601,POINT (-91.140542 40.814794),29,Des Moines
4852,Kum & Go #520 / Cedar Rapids,2604 16th AVE,CEDAR RAPIDS,52404,POINT (-91.707034 41.963064),57,Linn
4417,KUM & GO #76 / ADAIR,109 S 5TH ST,ADAIR,50002,POINT (-93.611475 42.01740300000001),01,Adair
4155,Fareway Stores #949 / Marion,3300 10TH AVE,MARION,52302,POINT (-91.576523 42.036023),57,Linn
4514,Casey's General Store #2813 / Fort D,1230 3RD AVE NW,FORT DODGE,50501,POINT (-94.218425 42.515441),94,Webster
4176,Todds On The Go,235 EDGEWOOD RD NE,CEDAR RAPIDS,52405,,57,Linn
3611,Logan Super Foods,403 E 6TH,LOGAN,51546,POINT (-95.786133 41.644108),43,Harrison
4187,Jensen Liquor North,109  5TH ST,SIBLEY,51249,POINT (-95.759943 43.403935),72,Osceola
4586,Kum & Go #545 / Rockwell City,730 HIGH ST,ROCKWELL CITY,50579,POINT (-94.638843 42.39872),13,Calhoun
2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,WATERLOO,50702,POINT (-92.37662400000002 42.471767),07,Black Hawk
4900,Kwik Stop 4 / Waterloo,515 BROADWAY ST,WATERLOO,50703,POINT (-92.345106 42.510792),07,Black Hawk
4159,Fareway Stores #073 / Council Bluffs,310 MCKENZIE AVE,COUNCIL BLUFFS,51503,POINT (-95.81799100000002 41.280084),78,Pottawattamie
4215,New Star Market #1 / Waterloo,9 N ELK RUN RD,WATERLOO,50703,POINT (-92.25887000000002 42.498751),07,Black Hawk
4397,Quik Trip #514 / Ankeny,802 E 1ST ST,ANKENY,50021,POINT (-93.586368 41.731862),77,Polk
4602,Cheap Smokes / Beer City,58231 190th ST,PACIFIC JUNCTION,51561,POINT (-95.822983 41.041739),65,Mills
4878,Shortee's Pit Stop,"215, S RERICK AVE",PRIMGHAR,51245,POINT (-95.624301 43.085223),71,O'Brien
2960,Dahl's / Wdm,1208 PROSPECT,WEST DES MOINES,50265,POINT (-93.71984 41.580977),77,Polk
3791,Pit Stop Liquor and Tobacco,111 E HARRISON ST,JEFFERSON,50129,POINT (-94.374156 42.014308),37,Greene
4315,Fareway Stores #554 / Washington,301 NORTH MARION AVE,WASHINGTON,52353,POINT (-91.692985 41.301967),92,Washington
4265,Kwik Stop 3 / Waterloo,1104 WASHINGTON ST,WATERLOO,50702,POINT (-92.336965 42.489106),07,Black Hawk
2841,CVS Pharmacy #8532 / Cedar Rapids,2711 MT VERNON RD,CEDAR RAPIDS,52403,POINT (-91.62746800000001 41.976883),57,Linn
4774,Casey's General Store #3034 / Esther,"1615, CENTRAL AVE",ESTHERVILLE,51334,POINT (-94.822033 43.402229),32,Emmet
3543,Pronto Market,101 MAIN ST,KINGSLEY,51028,POINT (-95.967322 42.58707400000001),75,Plymouth
4932,B and B West,3105 HUDSON RD,CEDAR FALLS,50613,POINT (-92.465838 42.509248),07,Black Hawk
4325,Villisca Foods Inc.,509 S 3RD AVE,VILLISCA,50864,POINT (-94.977264 40.927076),69,Montgomery
4428,Kum & Go #200 / Ames,4510 MORTENSEN RD,AMES,50014,POINT (-93.679803 42.01214),85,Story
3895,Tom's Market and Meats,550 DIVISION ST,BURLINGTON,52601,POINT (-91.106472 40.807275000000004),29,Des Moines
4877,World Liquor & Tobacco,1775 NW 86TH ST,CLIVE,50325,POINT (-93.736232 41.607853),77,Polk
4831,L & M Gas & Grocery / Boone,"320, W MAMIE EISENHOWER AVE",BOONE,50036,POINT (-93.896855 42.05934),08,Boone
4239,Fareway Stores #850 / Spirit Lake,1906 KEOKUK,SPIRIT LAKE,51360,POINT (-95.106219 43.42157),30,Dickinson
4775,Casey's General Store #37 / Dakota C,"502, MAIN",DAKOTA CITY,50529,POINT (-94.200785 42.721419),46,Humboldt
4081,Harlan's Food Mart,306 WASHINGTON,STORY CITY,50248,POINT (-93.599757 42.185827),85,Story
4379,Kum & Go #2091 / Ashworth / WDM,5969 ASHWORTH RD,WEST DES MOINES,50266,POINT (-93.790021 41.584385),77,Polk
4662,Guppy's On The Go / Cedar Rapids,"1532, ELLIS BLVD NW",CEDAR RAPIDS,52405,POINT (-91.682151 41.988646),57,Linn
4530,Casey's General Store #2566 / Ely,1495 STATE ST,ELY,52227,POINT (-91.587155 41.872655),57,Linn
4948,Wheatland Day Break,102 W HWY 30,WHEATLAND,52777,POINT (-90.841518 41.82906),23,Clinton
4464,Perfect Value Liquor Mart,5B  LINCOLN AVE,ELDRIDGE,52748,POINT (-90.547796 41.695329),82,Scott
4565,KUM & GO #228 / Sioux city,1925 S LAKEPORT ST,SIOUX CITY,51106,POINT (-96.346548 42.469008),97,Woodbury
3465,Hometown Foods / Panora,601 E MAIN,PANORA,50216,POINT (-94.357201 41.69182),39,Guthrie
3808,Thriftway,300  4TH ST,LA PORTE CITY,50651,POINT (-92.190813 42.316243),07,Black Hawk
4792,Casey's General Store #2899 / De Sot,1100 GREENE ST,DE SOTO,50069,POINT (-94.02064300000002 41.614398),25,Dallas
2656,Hy-Vee Food Store / Corning,300  10TH ST,CORNING,51632,POINT (-94.731809 40.991861),22,Clayton
3825,Shop N Save #2 / E 14th,1372 E 14TH ST,DES MOINES,50316,POINT (-93.600499 41.604893),77,Polk
3393,The Hangout Liquors,111 W MAIN ST.,RICEVILLE,50466,POINT (-92.555014 43.363838),66,Mitchell
4000,Foodland Super Markets / Woodbine,5TH AND LINCOLN WAY,WOODBINE,51579,,43,Harrison
4642,Liquor and Tobacco Outlet / Univ Ave,2844 UNIVERSITY AVE,WATERLOO,50701,POINT (-92.382928 42.498321),07,Black Hawk
4868,Kum & Go #59 / Waukee,400 PRAIRIE BLUFF DR,WAUKEE,50263,POINT (-93.880018 41.565606),25,Dallas
4735,Walgreens #01301 / Ottumwa,327 W 4th ST,OTTUMWA,52501,POINT (-92.413688 41.021787),90,Wapello
4042,Lake Ohana Market / Mineola,23226 CENTRE DR,GLENWOOD,51534,POINT (-95.742414 41.130204),65,Mills
4906,Smoke.N.Pipe,3221 FIRST AVE SE,CEDAR RAPIDS,52404,POINT (-91.63496 42.010532),57,Linn
4044,Kum & Go #713 / Burlington,421 N MAIN ST,BURLINGTON,52601,POINT (-91.101093 40.811112),29,Des Moines
4460,MOORE'S FOODS,808 S Main St,Monona,52159,POINT (-91.389805 43.044875),22,Clayton
4075,Ali's West Side Liquor,919 W 5TH ST,WATERLOO,50701,,07,Black Hawk
4450,Kum & Go #157 / URBANDALE,4585 156TH ST,URBANDALE,50323,POINT (-93.833463 41.643162),77,Polk
4334,Fareway Stores #114 / Dubuque,2050 JOHN F KENNEDY RD,DUBUQUE,52001,,31,Dubuque
4154,Fareway Stores #055 / Hiawatha,885 MILLER RD,HIAWATHA,52233,POINT (-91.702263 42.046486),57,Linn
4182,Fareway Stores #008 / Dyersville,1207  12TH AVE SE,DYERSVILLE,52040,POINT (-91.111904 42.475277),31,Dubuque
3803,Strawberry Foods and Deli,128 W MISSION,STRAWBERRY POINT,52076,POINT (-91.535736 42.683731),22,Clayton
4052,Helle Hometown Variety,"300  1ST ST, STE F",SERGEANT BLUFF,51054,POINT (-96.360875 42.400344),97,Woodbury
4653,Casey's General Store #1617 / Jeffer,"508, N ELM",JEFFERSON,50129,POINT (-94.377422 42.02014),37,Greene
4090,Mcelroy's Food Market,135 MADISON ST,WINTHROP,50682,POINT (-92.53666400000002 42.951717),10,Buchanan
4781,Casey's General Store #3079 / Early,"2245, US HWY 71",EARLY,50535,POINT (-95.14799 42.467201),81,Sac
